Nº doc.cálc.,Cta.contrato,Contrato,Porción,PosDoc,CDoc,MA,FinPerCálc,Válido de,Validez a,CtdCálc,Cantidad cálculo,ContPorTmp,kwh
58220354897,500000000131,200001701,GANDA,000001,ZKWH,,14/01/2021,15/12/2020,14/01/2021,0,0.00000000000000,31.0000,31.00000000000000
58220354897,500000000131,200001701,GANDA,000002,ZKW,,14/01/2021,15/12/2020,14/01/2021,0,0.00000000000000,17.0000,17.00000000000000
58220354897,500000000131,200001701,GANDA,000004,ZFP,,14/01/2021,15/12/2020,14/01/2021,0,0.90000000000000,31.0000,31.90000000000000
58220354897,500000000131,200001701,GANDA,000007,ZDD175,,14/01/2021,15/12/2020,14/01/2021,0,0.00000000000000,0.0000,0.00000000000000
57200468974,500000000131,200001701,GANDA,000001,ZKWH,,12/02/2021,15/01/2021,12/02/2021,0,0.00000000000000,29.0000,29.00000000000000
57200468974,500000000131,200001701,GANDA,000002,ZKW,,12/02/2021,15/01/2021,12/02/2021,0,0.00000000000000,29.0000,29.00000000000000
57200468974,500000000131,200001701,GANDA,000003,ZFP,,12/02/2021,15/01/2021,12/02/2021,0,0.90000000000000,29.0000,29.90000000000000
57200468974,500000000131,200001701,GANDA,000005,ZDD175,,12/02/2021,15/01/2021,12/02/2021,0,0.00000000000000,0.0000,0.00000000000000
58580379790,500000000131,200001701,GANDA,000001,ZKWH,,16/07/2021,16/06/2021,14/07/2021,0,0.00000000000000,29.0000,29.00000000000000
58580379790,500000000131,200001701,GANDA,000002,ZKWH,,16/07/2021,15/07/2021,16/07/2021,0,0.00000000000000,2.0000,2.00000000000000
58580379790,500000000131,200001701,GANDA,000003,ZKW,,16/07/2021,16/06/2021,16/07/2021,0,0.00000000000000,31.0000,31.00000000000000
58580379790,500000000131,200001701,GANDA,000004,ZFP,,16/07/2021,16/06/2021,16/07/2021,0,0.90000000000000,31.0000,31.90000000000000
58580379790,500000000131,200001701,GANDA,000006,ZDD175,,16/07/2021,16/06/2021,16/07/2021,0,0.00000000000000,0.0000,0.00000000000000
56300817537,500000000131,200001701,GANDA,000001,ZKWH,,14/09/2022,16/08/2022,14/09/2022,0,0.00000000000000,30.0000,30.00000000000000
56300817537,500000000131,200001701,GANDA,000002,ZKW,,14/09/2022,16/08/2022,14/09/2022,0,0.00000000000000,30.0000,30.00000000000000
56300817537,500000000131,200001701,GANDA,000003,ZFP,,14/09/2022,16/08/2022,14/09/2022,0,0.90000000000000,30.0000,30.90000000000000
56300817537,500000000131,200001701,GANDA,000005,ZDD175,,14/09/2022,16/08/2022,14/09/2022,0,0.00000000000000,0.0000,0.00000000000000
56300817538,500000000131,200001801,GANDA,000001,ZKWH,,14/09/2022,16/08/2022,14/09/2022,130,0.40000000000000,30.0000,30.40000000000000
56300817538,500000000131,200001801,GANDA,000002,ZKW,,14/09/2022,16/08/2022,14/09/2022,0,0.74300000000000,30.0000,30.74300000000000
56300817538,500000000131,200001801,GANDA,000003,ZFP,,14/09/2022,16/08/2022,14/09/2022,1,0.00000000000000,30.0000,30.00000000000000
56300817538,500000000131,200001801,GANDA,000005,ZDD175,,14/09/2022,16/08/2022,14/09/2022,0,0.00000000000000,0.0000,0.00000000000000
58580379791,500000000131,200001801,GANDA,000001,ZKWH,,16/07/2021,16/06/2021,14/07/2021,124,0.04510000000000,29.0000,29.04510000000000
58580379791,500000000131,200001801,GANDA,000002,ZKWH,,16/07/2021,15/07/2021,16/07/2021,8,0.55490000000000,2.0000,2.55490000000000
58580379791,500000000131,200001801,GANDA,000003,ZKW,,16/07/2021,16/06/2021,16/07/2021,0,0.68300000000000,31.0000,31.68300000000000
58580379791,500000000131,200001801,GANDA,000004,ZFP,,16/07/2021,16/06/2021,16/07/2021,0,0.99900000000000,31.0000,31.99900000000000
58580379791,500000000131,200001801,GANDA,000006,ZDD175,,16/07/2021,16/06/2021,16/07/2021,0,0.00000000000000,0.0000,0.00000000000000
50000076584,500000000131,200001701,GANDA,000001,ZKWH,,15/11/2021,16/10/2021,15/11/2021,0,0.00000000000000,31.0000,31.00000000000000
50000076584,500000000131,200001701,GANDA,000002,ZKW,,15/11/2021,16/10/2021,15/11/2021,0,0.00000000000000,31.0000,31.00000000000000
50000076584,500000000131,200001701,GANDA,000003,ZFP,,15/11/2021,16/10/2021,15/11/2021,0,0.90000000000000,31.0000,31.90000000000000
50000076584,500000000131,200001701,GANDA,000005,ZDD175,,15/11/2021,16/10/2021,15/11/2021,0,0.00000000000000,0.0000,0.00000000000000
50000076585,500000000131,200001801,GANDA,000001,ZKWH,,15/11/2021,16/10/2021,15/11/2021,121,0.40000000000000,31.0000,31.40000000000000
50000076585,500000000131,200001801,GANDA,000002,ZKW,,15/11/2021,16/10/2021,15/11/2021,0,0.95600000000000,31.0000,31.95600000000000
50000076585,500000000131,200001801,GANDA,000003,ZFP,,15/11/2021,16/10/2021,15/11/2021,0,0.99900000000000,31.0000,31.99900000000000
50000076585,500000000131,200001801,GANDA,000005,ZDD175,,15/11/2021,16/10/2021,15/11/2021,0,0.00000000000000,0.0000,0.00000000000000
56000861921,500000000131,200001801,GANDA,000001,ZKWH,,15/08/2022,16/07/2022,15/08/2022,139,0.50000000000000,31.0000,31.50000000000000
56000861921,500000000131,200001801,GANDA,000002,ZKW,,15/08/2022,16/07/2022,15/08/2022,0,0.85100000000000,31.0000,31.85100000000000
56000861921,500000000131,200001801,GANDA,000003,ZFP,,15/08/2022,16/07/2022,15/08/2022,1,0.00000000000000,31.0000,31.00000000000000
56000861921,500000000131,200001801,GANDA,000005,ZDD175,,15/08/2022,16/07/2022,15/08/2022,0,0.00000000000000,0.0000,0.00000000000000
57080485112,500000000131,200001701,GANDA,000001,ZKWH,,15/03/2021,13/02/2021,15/03/2021,0,0.00000000000000,31.0000,31.00000000000000
57080485112,500000000131,200001701,GANDA,000002,ZKW,,15/03/2021,13/02/2021,15/03/2021,0,0.00000000000000,31.0000,31.00000000000000
57080485112,500000000131,200001701,GANDA,000003,ZFP,,15/03/2021,13/02/2021,15/03/2021,0,0.90000000000000,31.0000,31.90000000000000
57080485112,500000000131,200001701,GANDA,000005,ZDD175,,15/03/2021,13/02/2021,15/03/2021,0,0.00000000000000,0.0000,0.00000000000000
56900508348,500000000131,200001701,GANDA,000001,ZKWH,,14/04/2021,16/03/2021,14/04/2021,0,0.00000000000000,30.0000,30.00000000000000
56900508348,500000000131,200001701,GANDA,000002,ZKW,,14/04/2021,16/03/2021,14/04/2021,0,0.00000000000000,30.0000,30.00000000000000
56900508348,500000000131,200001701,GANDA,000003,ZFP,,14/04/2021,16/03/2021,14/04/2021,0,0.90000000000000,30.0000,30.90000000000000
56900508348,500000000131,200001701,GANDA,000005,ZDD175,,14/04/2021,16/03/2021,14/04/2021,0,0.00000000000000,0.0000,0.00000000000000
57680428799,500000000131,200001701,GANDA,000001,ZKWH,,15/05/2021,15/04/2021,15/05/2021,0,0.00000000000000,31.0000,31.00000000000000
57680428799,500000000131,200001701,GANDA,000002,ZKW,,15/05/2021,15/04/2021,15/05/2021,0,0.00000000000000,31.0000,31.00000000000000
57680428799,500000000131,200001701,GANDA,000003,ZFP,,15/05/2021,15/04/2021,15/05/2021,0,0.90000000000000,31.0000,31.90000000000000
57680428799,500000000131,200001701,GANDA,000005,ZDD175,,15/05/2021,15/04/2021,15/05/2021,0,0.00000000000000,0.0000,0.00000000000000
57680428801,500000000131,200001801,GANDA,000001,ZKWH,,15/05/2021,15/04/2021,15/05/2021,147,0.50000000000000,31.0000,31.50000000000000
57680428801,500000000131,200001801,GANDA,000002,ZKW,,15/05/2021,15/04/2021,15/05/2021,0,0.71800000000000,31.0000,31.71800000000000
57680428801,500000000131,200001801,GANDA,000003,ZFP,,15/05/2021,15/04/2021,15/05/2021,0,0.99900000000000,31.0000,31.99900000000000
57680428801,500000000131,200001801,GANDA,000005,ZDD175,,15/05/2021,15/04/2021,15/05/2021,0,0.00000000000000,0.0000,0.00000000000000
58460382437,500000000131,200001701,GANDA,000001,ZKWH,,15/06/2021,16/05/2021,15/06/2021,0,0.00000000000000,31.0000,31.00000000000000
58460382437,500000000131,200001701,GANDA,000002,ZKW,,15/06/2021,16/05/2021,15/06/2021,0,0.00000000000000,31.0000,31.00000000000000
58460382437,500000000131,200001701,GANDA,000003,ZFP,,15/06/2021,16/05/2021,15/06/2021,0,0.90000000000000,31.0000,31.90000000000000
58460382437,500000000131,200001701,GANDA,000005,ZDD175,,15/06/2021,16/05/2021,15/06/2021,0,0.00000000000000,0.0000,0.00000000000000
56960548146,500000000131,200001701,GANDA,000001,ZKWH,,16/08/2021,17/07/2021,16/08/2021,0,0.00000000000000,31.0000,31.00000000000000
56960548146,500000000131,200001701,GANDA,000002,ZKW,,16/08/2021,17/07/2021,16/08/2021,0,0.00000000000000,31.0000,31.00000000000000
56960548146,500000000131,200001701,GANDA,000003,ZFP,,16/08/2021,17/07/2021,16/08/2021,0,0.90000000000000,31.0000,31.90000000000000
56960548146,500000000131,200001701,GANDA,000005,ZDD175,,16/08/2021,17/07/2021,16/08/2021,0,0.00000000000000,0.0000,0.00000000000000
56960548148,500000000131,200001801,GANDA,000001,ZKWH,,16/08/2021,17/07/2021,16/08/2021,153,0.70000000000000,31.0000,31.70000000000000
56960548148,500000000131,200001801,GANDA,000002,ZKW,,16/08/2021,17/07/2021,16/08/2021,0,0.94900000000000,31.0000,31.94900000000000
56960548148,500000000131,200001801,GANDA,000003,ZFP,,16/08/2021,17/07/2021,16/08/2021,0,0.99900000000000,31.0000,31.99900000000000
56960548148,500000000131,200001801,GANDA,000005,ZDD175,,16/08/2021,17/07/2021,16/08/2021,0,0.00000000000000,0.0000,0.00000000000000
56840562727,500000000131,200001701,GANDA,000001,ZKWH,,16/09/2021,17/08/2021,16/09/2021,0,0.00000000000000,31.0000,31.00000000000000
56840562727,500000000131,200001701,GANDA,000002,ZKW,,16/09/2021,17/08/2021,16/09/2021,0,0.00000000000000,31.0000,31.00000000000000
56840562727,500000000131,200001701,GANDA,000003,ZFP,,16/09/2021,17/08/2021,16/09/2021,0,0.90000000000000,31.0000,31.90000000000000
56840562727,500000000131,200001701,GANDA,000005,ZDD175,,16/09/2021,17/08/2021,16/09/2021,0,0.00000000000000,0.0000,0.00000000000000
56840562729,500000000131,200001801,GANDA,000001,ZKWH,,16/09/2021,17/08/2021,16/09/2021,158,0.80000000000000,31.0000,31.80000000000000
56840562729,500000000131,200001801,GANDA,000002,ZKW,,16/09/2021,17/08/2021,16/09/2021,0,0.78900000000000,31.0000,31.78900000000000
56840562729,500000000131,200001801,GANDA,000003,ZFP,,16/09/2021,17/08/2021,16/09/2021,0,0.99900000000000,31.0000,31.99900000000000
56840562729,500000000131,200001801,GANDA,000005,ZDD175,,16/09/2021,17/08/2021,16/09/2021,0,0.00000000000000,0.0000,0.00000000000000
58040450026,500000000131,200001701,GANDA,000006,ZDD175,,15/10/2021,17/09/2021,15/10/2021,0,0.00000000000000,0.0000,0.00000000000000
58040450026,500000000131,200001701,GANDA,000001,ZKWH,,15/10/2021,17/09/2021,14/10/2021,0,0.00000000000000,28.0000,28.00000000000000
58040450026,500000000131,200001701,GANDA,000002,ZKWH,,15/10/2021,15/10/2021,15/10/2021,0,0.00000000000000,1.0000,1.00000000000000
58040450026,500000000131,200001701,GANDA,000003,ZKW,,15/10/2021,17/09/2021,15/10/2021,0,0.00000000000000,29.0000,29.00000000000000
58040450026,500000000131,200001701,GANDA,000004,ZFP,,15/10/2021,17/09/2021,15/10/2021,0,0.90000000000000,29.0000,29.90000000000000
58040450027,500000000131,200001801,GANDA,000001,ZKWH,,15/10/2021,17/09/2021,14/10/2021,136,0.81370000000000,28.0000,28.81370000000000
58040450027,500000000131,200001801,GANDA,000002,ZKWH,,15/10/2021,15/10/2021,15/10/2021,4,0.88630000000000,1.0000,1.88630000000000
58040450027,500000000131,200001801,GANDA,000003,ZKW,,15/10/2021,17/09/2021,15/10/2021,0,0.96000000000000,29.0000,29.96000000000000
58040450027,500000000131,200001801,GANDA,000004,ZFP,,15/10/2021,17/09/2021,15/10/2021,0,0.99900000000000,29.0000,29.99900000000000
56000861920,500000000131,200001701,GANDA,000001,ZKWH,,15/08/2022,16/07/2022,15/08/2022,0,0.00000000000000,31.0000,31.00000000000000
56000861920,500000000131,200001701,GANDA,000002,ZKW,,15/08/2022,16/07/2022,15/08/2022,0,0.00000000000000,31.0000,31.00000000000000
56000861920,500000000131,200001701,GANDA,000003,ZFP,,15/08/2022,16/07/2022,15/08/2022,0,0.90000000000000,31.0000,31.90000000000000
56000861920,500000000131,200001701,GANDA,000005,ZDD175,,15/08/2022,16/07/2022,15/08/2022,0,0.00000000000000,0.0000,0.00000000000000
50000100600,500000000131,200001701,GANDA,000005,ZDD175,,14/11/2022,15/10/2022,14/11/2022,0,0.00000000000000,0.0000,0.00000000000000
58040450027,500000000131,200001801,GANDA,000006,ZDD175,,15/10/2021,17/09/2021,15/10/2021,0,0.00000000000000,0.0000,0.00000000000000
50000100600,500000000131,200001701,GANDA,000001,ZKWH,,14/11/2022,15/10/2022,14/11/2022,0,0.00000000000000,31.0000,31.00000000000000
50000100600,500000000131,200001701,GANDA,000002,ZKW,,14/11/2022,15/10/2022,14/11/2022,0,0.00000000000000,31.0000,31.00000000000000
50000100600,500000000131,200001701,GANDA,000003,ZFP,,14/11/2022,15/10/2022,14/11/2022,0,0.90000000000000,31.0000,31.90000000000000
55820795099,500000000131,200001701,GANDA,000001,ZKWH,,14/12/2021,16/11/2021,14/12/2021,0,0.00000000000000,29.0000,29.00000000000000
55820795099,500000000131,200001701,GANDA,000002,ZKW,,14/12/2021,16/11/2021,14/12/2021,0,0.00000000000000,29.0000,29.00000000000000
55820795099,500000000131,200001701,GANDA,000003,ZFP,,14/12/2021,16/11/2021,14/12/2021,0,0.90000000000000,29.0000,29.90000000000000
55820795099,500000000131,200001701,GANDA,000005,ZDD175,,14/12/2021,16/11/2021,14/12/2021,0,0.00000000000000,0.0000,0.00000000000000
55820795100,500000000131,200001801,GANDA,000001,ZKWH,,14/12/2021,16/11/2021,14/12/2021,110,0.00000000000000,29.0000,29.00000000000000
55820795100,500000000131,200001801,GANDA,000005,ZDD175,,14/12/2021,16/11/2021,14/12/2021,0,0.00000000000000,0.0000,0.00000000000000
55820795100,500000000131,200001801,GANDA,000002,ZKW,,14/12/2021,16/11/2021,14/12/2021,0,0.87400000000000,29.0000,29.87400000000000
55820795100,500000000131,200001801,GANDA,000003,ZFP,,14/12/2021,16/11/2021,14/12/2021,0,0.99900000000000,29.0000,29.99900000000000
55940779012,500000000131,200001701,GANDA,000001,ZKWH,,14/01/2022,15/12/2021,14/01/2022,0,0.00000000000000,31.0000,31.00000000000000
55940779012,500000000131,200001701,GANDA,000002,ZKW,,14/01/2022,15/12/2021,14/01/2022,0,0.00000000000000,17.0000,17.00000000000000
55940779012,500000000131,200001701,GANDA,000004,ZFP,,14/01/2022,15/12/2021,14/01/2022,0,0.90000000000000,31.0000,31.90000000000000
55940779012,500000000131,200001701,GANDA,000007,ZDD175,,14/01/2022,15/12/2021,14/01/2022,0,0.00000000000000,0.0000,0.00000000000000
55940779013,500000000131,200001801,GANDA,000001,ZKWH,,14/01/2022,15/12/2021,14/01/2022,109,0.30000000000000,31.0000,31.30000000000000
55940779013,500000000131,200001801,GANDA,000002,ZKW,,14/01/2022,15/12/2021,14/01/2022,0,0.87800000000000,17.0000,17.87800000000000
55940779013,500000000131,200001801,GANDA,000004,ZFP,,14/01/2022,15/12/2021,14/01/2022,0,0.99900000000000,31.0000,31.99900000000000
55940779013,500000000131,200001801,GANDA,000007,ZDD175,,14/01/2022,15/12/2021,14/01/2022,0,0.00000000000000,0.0000,0.00000000000000
58640438143,500000000131,200001701,GANDA,000001,ZKWH,,14/02/2022,15/01/2022,14/02/2022,0,0.00000000000000,31.0000,31.00000000000000
58640438143,500000000131,200001701,GANDA,000002,ZKW,,14/02/2022,15/01/2022,14/02/2022,0,0.00000000000000,31.0000,31.00000000000000
58640438143,500000000131,200001701,GANDA,000003,ZFP,,14/02/2022,15/01/2022,14/02/2022,0,0.90000000000000,31.0000,31.90000000000000
58640438143,500000000131,200001701,GANDA,000005,ZDD175,,14/02/2022,15/01/2022,14/02/2022,0,0.00000000000000,0.0000,0.00000000000000
58640438144,500000000131,200001801,GANDA,000001,ZKWH,,14/02/2022,15/01/2022,14/02/2022,94,0.90000000000000,31.0000,31.90000000000000
58640438144,500000000131,200001801,GANDA,000002,ZKW,,14/02/2022,15/01/2022,14/02/2022,0,0.82800000000000,31.0000,31.82800000000000
58640438144,500000000131,200001801,GANDA,000003,ZFP,,14/02/2022,15/01/2022,14/02/2022,0,0.99900000000000,31.0000,31.99900000000000
58640438144,500000000131,200001801,GANDA,000005,ZDD175,,14/02/2022,15/01/2022,14/02/2022,0,0.00000000000000,0.0000,0.00000000000000
57680524131,500000000131,200001701,GANDA,000001,ZKWH,,16/03/2022,15/02/2022,16/03/2022,0,0.00000000000000,30.0000,30.00000000000000
57680524131,500000000131,200001701,GANDA,000002,ZKW,,16/03/2022,15/02/2022,16/03/2022,0,0.00000000000000,30.0000,30.00000000000000
57680524131,500000000131,200001701,GANDA,000003,ZFP,,16/03/2022,15/02/2022,16/03/2022,0,0.90000000000000,30.0000,30.90000000000000
57680524131,500000000131,200001701,GANDA,000005,ZDD175,,16/03/2022,15/02/2022,16/03/2022,0,0.00000000000000,0.0000,0.00000000000000
57680524132,500000000131,200001801,GANDA,000001,ZKWH,,16/03/2022,15/02/2022,16/03/2022,133,0.00000000000000,30.0000,30.00000000000000
57680524132,500000000131,200001801,GANDA,000002,ZKW,,16/03/2022,15/02/2022,16/03/2022,0,0.82900000000000,30.0000,30.82900000000000
57680524132,500000000131,200001801,GANDA,000003,ZFP,,16/03/2022,15/02/2022,16/03/2022,0,0.99900000000000,30.0000,30.99900000000000
57680524132,500000000131,200001801,GANDA,000005,ZDD175,,16/03/2022,15/02/2022,16/03/2022,0,0.00000000000000,0.0000,0.00000000000000
56240768658,500000000131,200001701,GANDA,000001,ZKWH,,13/04/2022,17/03/2022,13/04/2022,0,0.00000000000000,28.0000,28.00000000000000
56240768658,500000000131,200001701,GANDA,000002,ZKW,,13/04/2022,17/03/2022,13/04/2022,0,0.00000000000000,28.0000,28.00000000000000
56240768658,500000000131,200001701,GANDA,000003,ZFP,,13/04/2022,17/03/2022,13/04/2022,0,0.90000000000000,28.0000,28.90000000000000
56240768658,500000000131,200001701,GANDA,000005,ZDD175,,13/04/2022,17/03/2022,13/04/2022,0,0.00000000000000,0.0000,0.00000000000000
56240768660,500000000131,200001801,GANDA,000001,ZKWH,,13/04/2022,17/03/2022,13/04/2022,140,0.10000000000000,28.0000,28.10000000000000
56240768660,500000000131,200001801,GANDA,000002,ZKW,,13/04/2022,17/03/2022,13/04/2022,0,0.86000000000000,28.0000,28.86000000000000
56240768660,500000000131,200001801,GANDA,000003,ZFP,,13/04/2022,17/03/2022,13/04/2022,1,0.00000000000000,28.0000,28.00000000000000
56240768660,500000000131,200001801,GANDA,000005,ZDD175,,13/04/2022,17/03/2022,13/04/2022,0,0.00000000000000,0.0000,0.00000000000000
56180789221,500000000131,200001701,GANDA,000001,ZKWH,,14/05/2022,14/04/2022,14/05/2022,0,0.00000000000000,31.0000,31.00000000000000
56180789221,500000000131,200001701,GANDA,000002,ZKW,,14/05/2022,14/04/2022,14/05/2022,0,0.00000000000000,31.0000,31.00000000000000
56180789221,500000000131,200001701,GANDA,000003,ZFP,,14/05/2022,14/04/2022,14/05/2022,0,0.90000000000000,31.0000,31.90000000000000
56180789221,500000000131,200001701,GANDA,000005,ZDD175,,14/05/2022,14/04/2022,14/05/2022,0,0.00000000000000,0.0000,0.00000000000000
56180789222,500000000131,200001801,GANDA,000001,ZKWH,,14/05/2022,14/04/2022,14/05/2022,157,0.00000000000000,31.0000,31.00000000000000
56180789222,500000000131,200001801,GANDA,000002,ZKW,,14/05/2022,14/04/2022,14/05/2022,0,0.85200000000000,31.0000,31.85200000000000
56180789222,500000000131,200001801,GANDA,000003,ZFP,,14/05/2022,14/04/2022,14/05/2022,1,0.00000000000000,31.0000,31.00000000000000
56180789222,500000000131,200001801,GANDA,000005,ZDD175,,14/05/2022,14/04/2022,14/05/2022,0,0.00000000000000,0.0000,0.00000000000000
55641460783,500000000131,200001701,GANDA,000001,ZKWH,,14/06/2022,15/05/2022,14/06/2022,0,0.00000000000000,31.0000,31.00000000000000
55641460783,500000000131,200001701,GANDA,000002,ZKW,,14/06/2022,15/05/2022,14/06/2022,0,0.00000000000000,31.0000,31.00000000000000
55641460783,500000000131,200001701,GANDA,000003,ZFP,,14/06/2022,15/05/2022,14/06/2022,0,0.90000000000000,31.0000,31.90000000000000
55641460783,500000000131,200001701,GANDA,000005,ZDD175,,14/06/2022,15/05/2022,14/06/2022,0,0.00000000000000,0.0000,0.00000000000000
55641460784,500000000131,200001801,GANDA,000001,ZKWH,,14/06/2022,15/05/2022,14/06/2022,144,0.10000000000000,31.0000,31.10000000000000
55641460784,500000000131,200001801,GANDA,000002,ZKW,,14/06/2022,15/05/2022,14/06/2022,0,0.79000000000000,31.0000,31.79000000000000
55641460784,500000000131,200001801,GANDA,000003,ZFP,,14/06/2022,15/05/2022,14/06/2022,1,0.00000000000000,31.0000,31.00000000000000
55641460784,500000000131,200001801,GANDA,000005,ZDD175,,14/06/2022,15/05/2022,14/06/2022,0,0.00000000000000,0.0000,0.00000000000000
56540703419,500000000131,200001701,GANDA,000004,ZFP,,15/07/2022,15/06/2022,15/07/2022,0,0.90000000000000,31.0000,31.90000000000000
56540703419,500000000131,200001701,GANDA,000001,ZKWH,,15/07/2022,15/06/2022,14/07/2022,0,0.00000000000000,30.0000,30.00000000000000
56540703419,500000000131,200001701,GANDA,000002,ZKWH,,15/07/2022,15/07/2022,15/07/2022,0,0.00000000000000,1.0000,1.00000000000000
56540703419,500000000131,200001701,GANDA,000003,ZKW,,15/07/2022,15/06/2022,15/07/2022,0,0.00000000000000,31.0000,31.00000000000000
56540703419,500000000131,200001701,GANDA,000006,ZDD175,,15/07/2022,15/06/2022,15/07/2022,0,0.00000000000000,0.0000,0.00000000000000
56540703420,500000000131,200001801,GANDA,000004,ZFP,,15/07/2022,15/06/2022,15/07/2022,1,0.00000000000000,31.0000,31.00000000000000
56540703420,500000000131,200001801,GANDA,000001,ZKWH,,15/07/2022,15/06/2022,14/07/2022,146,0.70960000000000,30.0000,30.70960000000000
56540703420,500000000131,200001801,GANDA,000002,ZKWH,,15/07/2022,15/07/2022,15/07/2022,4,0.89040000000000,1.0000,1.89040000000000
56540703420,500000000131,200001801,GANDA,000003,ZKW,,15/07/2022,15/06/2022,15/07/2022,1,0.05800000000000,31.0000,31.05800000000000
56540703420,500000000131,200001801,GANDA,000006,ZDD175,,15/07/2022,15/06/2022,15/07/2022,0,0.00000000000000,0.0000,0.00000000000000
56480803764,500000000131,200001701,GANDA,000001,ZKWH,,14/10/2022,15/09/2022,14/10/2022,0,0.00000000000000,30.0000,30.00000000000000
56480803764,500000000131,200001701,GANDA,000002,ZKW,,14/10/2022,15/09/2022,14/10/2022,0,0.00000000000000,30.0000,30.00000000000000
56480803764,500000000131,200001701,GANDA,000003,ZFP,,14/10/2022,15/09/2022,14/10/2022,0,0.90000000000000,30.0000,30.90000000000000
56480803764,500000000131,200001701,GANDA,000005,ZDD175,,14/10/2022,15/09/2022,14/10/2022,0,0.00000000000000,0.0000,0.00000000000000
56480803765,500000000131,200001801,GANDA,000001,ZKWH,,14/10/2022,15/09/2022,14/10/2022,142,0.20000000000000,30.0000,30.20000000000000
56480803765,500000000131,200001801,GANDA,000002,ZKW,,14/10/2022,15/09/2022,14/10/2022,0,0.84100000000000,30.0000,30.84100000000000
56480803765,500000000131,200001801,GANDA,000003,ZFP,,14/10/2022,15/09/2022,14/10/2022,1,0.00000000000000,30.0000,30.00000000000000
56480803765,500000000131,200001801,GANDA,000005,ZDD175,,14/10/2022,15/09/2022,14/10/2022,0,0.00000000000000,0.0000,0.00000000000000
50000100601,500000000131,200001801,GANDA,000001,ZKWH,,14/11/2022,15/10/2022,14/11/2022,150,0.10000000000000,31.0000,31.10000000000000
50000100601,500000000131,200001801,GANDA,000002,ZKW,,14/11/2022,15/10/2022,14/11/2022,0,0.96200000000000,31.0000,31.96200000000000
50000100601,500000000131,200001801,GANDA,000003,ZFP,,14/11/2022,15/10/2022,14/11/2022,1,0.00000000000000,31.0000,31.00000000000000
50000100601,500000000131,200001801,GANDA,000005,ZDD175,,14/11/2022,15/10/2022,14/11/2022,0,0.00000000000000,0.0000,0.00000000000000
58460382439,500000000131,200001801,GANDA,000001,ZKWH,,15/06/2021,16/05/2021,15/06/2021,149,0.30000000000000,31.0000,31.30000000000000
58460382439,500000000131,200001801,GANDA,000002,ZKW,,15/06/2021,16/05/2021,15/06/2021,0,0.78500000000000,31.0000,31.78500000000000
58460382439,500000000131,200001801,GANDA,000003,ZFP,,15/06/2021,16/05/2021,15/06/2021,0,0.99900000000000,31.0000,31.99900000000000
58460382439,500000000131,200001801,GANDA,000005,ZDD175,,15/06/2021,16/05/2021,15/06/2021,0,0.00000000000000,0.0000,0.00000000000000
57200458624,500000000131,200001801,GANDA,000001,ZKWH,,14/01/2021,15/12/2020,14/01/2021,97,0.90000000000000,31.0000,31.90000000000000
57200458624,500000000131,200001801,GANDA,000002,ZKW,,14/01/2021,15/12/2020,14/01/2021,0,0.67100000000000,17.0000,17.67100000000000
57200458624,500000000131,200001801,GANDA,000004,ZFP,,14/01/2021,15/12/2020,14/01/2021,0,0.99900000000000,31.0000,31.99900000000000
57200458624,500000000131,200001801,GANDA,000007,ZDD175,,14/01/2021,15/12/2020,14/01/2021,0,0.00000000000000,0.0000,0.00000000000000
50000100292,500000000205,200005801,GANDA,000001,ZKWH,,14/11/2022,15/10/2022,14/11/2022,"1,180",0.00000000000000,31.0000,31.00000000000000
50000100292,500000000205,200005801,GANDA,000003,ZDD175,,14/11/2022,15/10/2022,14/11/2022,0,0.00000000000000,0.0000,0.00000000000000
50000100292,500000000205,200005801,GANDA,000006,ZDD217,,14/11/2022,15/10/2022,14/11/2022,0,0.00000000000000,0.0000,0.00000000000000
50000100292,500000000205,200005801,GANDA,000008,ZDD210,,14/11/2022,15/10/2022,14/11/2022,0,0.00000000000000,0.0000,0.00000000000000
56780495026,500000000131,200001801,GANDA,000001,ZKWH,,12/02/2021,15/01/2021,12/02/2021,102,0.50000000000000,29.0000,29.50000000000000
56780495026,500000000131,200001801,GANDA,000002,ZKW,,12/02/2021,15/01/2021,12/02/2021,1,0.31200000000000,29.0000,29.31200000000000
56780495026,500000000131,200001801,GANDA,000003,ZFP,,12/02/2021,15/01/2021,12/02/2021,0,0.99900000000000,29.0000,29.99900000000000
56780495026,500000000131,200001801,GANDA,000005,ZDD175,,12/02/2021,15/01/2021,12/02/2021,0,0.00000000000000,0.0000,0.00000000000000
58880331400,500000000131,200001801,GANDA,000001,ZKWH,,15/03/2021,13/02/2021,15/03/2021,118,0.30000000000000,31.0000,31.30000000000000
58880331400,500000000131,200001801,GANDA,000002,ZKW,,15/03/2021,13/02/2021,15/03/2021,0,0.35700000000000,31.0000,31.35700000000000
58880331400,500000000131,200001801,GANDA,000003,ZFP,,15/03/2021,13/02/2021,15/03/2021,0,0.99900000000000,31.0000,31.99900000000000
58880331400,500000000131,200001801,GANDA,000005,ZDD175,,15/03/2021,13/02/2021,15/03/2021,0,0.00000000000000,0.0000,0.00000000000000
56360606693,500000000131,200001801,GANDA,000001,ZKWH,,14/04/2021,16/03/2021,14/04/2021,136,0.90000000000000,30.0000,30.90000000000000
